18L31A0103,1000171105,ComputerProgrammingusing'c',F,0
18L31A0103,1000171112,EnvironmentalStudies,F,0
18L31A0103,1000171116,EngineeringMechanics,F,0
18L31A0103,1000171121,English-CommunicationSkillsLaboratory-I,A,2
18L31A0103,1000171127,EngineeringChemistryLaboratory,C,2
18L31A0103,1000171128,ComputerProgrammingLab,C,2
18L31A0107,1000171101,English-I,B,3
18L31A0107,1000171102,EngineeringMathematics-I,C,3
18L31A0107,1000171104,EngineeringChemistry,D,3
18L31A0107,1000171105,ComputerProgrammingusing'c',B,3
18L31A0107,1000171112,EnvironmentalStudies,B,3
18L31A0107,1000171116,EngineeringMechanics,A,3
18L31A0107,1000171121,English-CommunicationSkillsLaboratory-I,A,2
18L31A0107,1000171127,EngineeringChemistryLaboratory,A,2
18L31A0107,1000171128,ComputerProgrammingLab,A,2
18L31A0108,1000171101,English-I,A,3
18L31A0108,1000171102,EngineeringMathematics-I,C,3
18L31A0108,1000171104,EngineeringChemistry,D,3
18L31A0108,1000171105,ComputerProgrammingusing'c',C,3
18L31A0108,1000171112,EnvironmentalStudies,B,3
18L31A0108,1000171116,EngineeringMechanics,C,3
18L31A0108,1000171121,English-CommunicationSkillsLaboratory-I,A,2
18L31A0108,1000171127,EngineeringChemistryLaboratory,O,2
18L31A0108,1000171128,ComputerProgrammingLab,A,2
18L31A0109,1000171101,English-I,C,3
18L31A0109,1000171102,EngineeringMathematics-I,B,3
18L31A0109,1000171104,EngineeringChemistry,C,3
18L31A0109,1000171105,ComputerProgrammingusing'c',C,3
18L31A0109,1000171112,EnvironmentalStudies,B,3
18L31A0109,1000171116,EngineeringMechanics,A,3
18L31A0109,1000171121,English-CommunicationSkillsLaboratory-I,A,2
18L31A0109,1000171127,EngineeringChemistryLaboratory,C,2
18L31A0109,1000171128,ComputerProgrammingLab,B,2
18L31A0119,1000171101,English-I,C,3
18L31A0119,1000171102,EngineeringMathematics-I,D,3
18L31A0119,1000171104,EngineeringChemistry,D,3
18L31A0119,1000171105,ComputerProgrammingusing'c',D,3
18L31A0119,1000171112,EnvironmentalStudies,A,3
18L31A0119,1000171116,EngineeringMechanics,B,3
18L31A0119,1000171121,English-CommunicationSkillsLaboratory-I,A,2
18L31A0119,1000171127,EngineeringChemistryLaboratory,O,2
18L31A0119,1000171128,ComputerProgrammingLab,C,2
18L31A0126,1000171101,English-I,O,3
18L31A0126,1000171102,EngineeringMathematics-I,O,3
18L31A0126,1000171104,EngineeringChemistry,O,3
18L31A0126,1000171105,ComputerProgrammingusing'c',A,3
18L31A0126,1000171112,EnvironmentalStudies,O,3
18L31A0126,1000171116,EngineeringMechanics,O,3
18L31A0126,1000171121,English-CommunicationSkillsLaboratory-I,O,2
18L31A0126,1000171127,EngineeringChemistryLaboratory,O,2
18L31A0126,1000171128,ComputerProgrammingLab,O,2
18L31A0128,1000171101,English-I,B,3
18L31A0128,1000171102,EngineeringMathematics-I,D,3
18L31A0128,1000171104,EngineeringChemistry,A,3
18L31A0128,1000171105,ComputerProgrammingusing'c',B,3
18L31A0128,1000171112,EnvironmentalStudies,A,3
18L31A0128,1000171116,EngineeringMechanics,B,3
18L31A0128,1000171121,English-CommunicationSkillsLaboratory-I,O,2
18L31A0128,1000171127,EngineeringChemistryLaboratory,A,2
18L31A0128,1000171128,ComputerProgrammingLab,O,2
18L31A0130,1000171101,English-I,B,3
18L31A0130,1000171102,EngineeringMathematics-I,B,3
18L31A0130,1000171104,EngineeringChemistry,D,3
18L31A0130,1000171105,ComputerProgrammingusing'c',B,3
18L31A0130,1000171112,EnvironmentalStudies,B,3
18L31A0130,1000171116,EngineeringMechanics,B,3
18L31A0130,1000171121,English-CommunicationSkillsLaboratory-I,A,2
18L31A0130,1000171127,EngineeringChemistryLaboratory,C,2
18L31A0130,1000171128,ComputerProgrammingLab,A,2
18L31A0133,1000171101,English-I,D,3
18L31A0133,1000171102,EngineeringMathematics-I,C,3
18L31A0133,1000171104,EngineeringChemistry,D,3
18L31A0133,1000171105,ComputerProgrammingusing'c',C,3
18L31A0133,1000171112,EnvironmentalStudies,B,3
18L31A0133,1000171116,EngineeringMechanics,C,3
18L31A0133,1000171121,English-CommunicationSkillsLaboratory-I,A,2
18L31A0133,1000171127,EngineeringChemistryLaboratory,B,2
18L31A0133,1000171128,ComputerProgrammingLab,A,2
18L31A0137,1000171101,English-I,D,3
18L31A0137,1000171102,EngineeringMathematics-I,D,3
18L31A0137,1000171104,EngineeringChemistry,D,3
18L31A0137,1000171105,ComputerProgrammingusing'c',D,3
18L31A0137,1000171112,EnvironmentalStudies,D,3
18L31A0137,1000171116,EngineeringMechanics,D,3
18L31A0137,1000171121,English-CommunicationSkillsLaboratory-I,A,2
18L31A0137,1000171127,EngineeringChemistryLaboratory,C,2
18L31A0137,1000171128,ComputerProgrammingLab,C,2
18L31A0146,1000171101,English-I,B,3
18L31A0146,1000171102,EngineeringMathematics-I,F,0
18L31A0146,1000171104,EngineeringChemistry,D,3
18L31A0146,1000171105,ComputerProgrammingusing'c',D,3
18L31A0146,1000171112,EnvironmentalStudies,A,3
18L31A0146,1000171116,EngineeringMechanics,D,3
18L31A0146,1000171121,English-CommunicationSkillsLaboratory-I,B,2
18L31A0146,1000171127,EngineeringChemistryLaboratory,C,2
18L31A0146,1000171128,ComputerProgrammingLab,B,2
18L31A0147,1000171101,English-I,C,3
18L31A0147,1000171102,EngineeringMathematics-I,B,3
18L31A0147,1000171104,EngineeringChemistry,C,3
18L31A0147,1000171105,ComputerProgrammingusing'c',C,3
18L31A0147,1000171112,EnvironmentalStudies,A,3
18L31A0147,1000171116,EngineeringMechanics,B,3
18L31A0147,1000171121,English-CommunicationSkillsLaboratory-I,A,2
18L31A0147,1000171127,EngineeringChemistryLaboratory,A,2
18L31A0147,1000171128,ComputerProgrammingLab,A,2
18L31A0151,1000171101,English-I,A,3
18L31A0151,1000171102,EngineeringMathematics-I,A,3
